OBJECTID,PARKID,PARKNAME,NAME_ALT,PARK_ADDR,CITY_MUNI,COUNTY,STATE,PARKSTATUS,WINTER_STS,FUNC_TYPE,LANDOWNER,OWNERTYPE,AGENCYNAME,AGENCYTYPE,YEAROPEN,LANDCOVER,WATERACRES,LAND_ACRES,PARK_ACRES,PLND_ACRES,TRL_MILES,ACQSOURCE,ACQMETHOD,ACQCOMMENT,DEVSOURCE,DEVCOMMENT,RESTRICTS,LWCFPROT,OTHERPROT,RESPRTCMNT,SERVICAREA,MGTPRIORTY,VLTR_OPPS,SPEC_FEAT,PARK_HOURS,PKING_CAP,VISITORCTS,PASSHOLDER,PARK_EMAIL,PARK_PHONE,PARK_URL,MNTCEEMAIL,MNTCEPHONE,DATAAUTHOR,EDITED_BY,EDITED_DT,CREATED_BY,CREATED_DT,ShapeSTArea,ShapeSTLength
321,86015,Fred Sims Park,,4350 Nevada Ave N,New Hope,053,MN,Open,Open,,,,New Hope,05,,,,,5.48998252,,,,,,,,,,,,,,,,Unknown,,,,,763-531-5100,https://www.ci.new-hope.mn.us/city_hall/parks_and_recreation/parks_and_trails,,,Hennepin County,,,,,22217.17102854,646.798884464068
322,76049,Freedom Field,,8585 Rice Lake Rd,Maple Grove,053,MN,Open,Open,,,,Maple Grove,05,,,,,10.94886187,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-494-6000,https://www.maplegrovemn.gov/540/Parks-and-trails,,,Hennepin County,,,,,44308.47196712,942.656795666105
323,26004,Freeman Park,,6000 Eureka Rd,Shorewood,053,MN,Open,Open,,,,Shorewood,05,,,,,61.35921879,,,,,,,,,,,,,,,,"Sunrise to Sunset, 5:00am to 10:00pm",,,,,952-474-3236,https://www.shorewoodmn.gov/451/Parks,,,Shorewood,,,,,248311.9486209,3318.79865607984
324,22005,Freeway Park,,67th & Beard Avenues,Brooklyn Center,053,MN,Open,,,,,Brooklyn Center,05,,,,,7.97106777,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,recreation@ci.brooklyn-center.mn.us,763-569-3400,https://www.brooklyncentermn.gov/government/departments/recreation/parks-trails,,,Brooklyn Center,,,,,32257.766817675,917.723535475066
325,42016,Fremont Park,,7445 Fremont Ave,Richfield,053,MN,Open,,,,,Richfield,05,,,,,1.16009667,,,,,,,,,,,,,,,,Unknown,,,,,612-861-9700,https://www.richfieldmn.gov/departments/parks_and_recreation/parks/index.php,,,Richfield,,,,,4694.74467888,430.758067171206
326,38016,French Creek Preserve,,898 Old Crystal Bay Rd,Orono,053,MN,Open,Open,,,,Orono,05,,,,,22.13056729,,,,,,,,,,,,,,,,"Sunrise to Sunset, 5:00am to 10:00pm",,,,,952-249-4600,https://www.oronomn.gov/394/Parks-Golf-Course-Facilities,,,Orono,,,,,89559.22836135,1284.09147331544
327,02009,French Regional Park,Clifton E. French Regional Park,12605 County Road 9,Plymouth,053,MN,Open,Open,Regional Park,,,Three Rivers Park District,04,,,,,305.46683374,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,763-559-9000,https://www.threeriversparks.org/locations,,,Three Rivers Park District,,,,,1236180.41795638,9426.44075674049
328,40066,French Ridge,,39th Avenue N & Vinewood Lane N,Plymouth,053,MN,Open,,Natural Areas & Open Space,,,Plymouth,05,,,,,8.76683595,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,35478.1263611,928.932871405113
329,36001,Friendship Park,,5676 Kramer Rd,Minnetrista,053,MN,Open,,,,,Minnetrista,,,,,,0.58111423,,,,,,,,,,,,,,,,Unknown,,,,,952-446-1660,https://www.cityofminnetrista.com/parks-commission,,,Minnetrista,,,,,2351.68583432,197.988398271703
330,01035,Fuller Park,,4800 Grand Ave S,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,2.14986069,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,8700.177550755,375.481748123059
331,02008,Gale Woods Farm,Gale Woods Farm,7210 County Road 110 W.,Minnetrista,053,MN,Open,Open,Special Recreation Feature,,,Three Rivers Park District,04,,,,,407.04539442,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,763-559-9000,https://www.threeriversparks.org/locations,,,Three Rivers Park District,,,,,1647254.26860789,7796.7145811154
332,22008,Garden City Park,,65th & Drew Avenues,Brooklyn Center,053,MN,Open,,,,,Brooklyn Center,05,,,,,1.17857343,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,recreation@ci.brooklyn-center.mn.us,763-569-3400,https://www.brooklyncentermn.gov/government/departments/recreation/parks-trails,,,Brooklyn Center,,,,,4769.51744341,295.922611652943
333,24016,Garden Park,,5520 Hansen Road,Edina,053,MN,Open,Open,,,,Edina,05,,,,,29.10570516,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-927-8861,https://www.edinamn.gov/1782/Parks-Trails,,,City of Edina,,,,,117786.609844575,2792.68987147475
334,42004,Garfield Park,,6301 Garfield Ave,Richfield,053,MN,Open,,,,,Richfield,05,,,,,0.79528065,,,,,,,,,,,,,,,,Unknown,,,,,612-861-9700,https://www.richfieldmn.gov/departments/parks_and_recreation/parks/index.php,,,Richfield,,,,,3218.386600805,327.396435324012
335,40033,Gateway,,4960 Weston Lane N,Plymouth,053,MN,Open,,Neighborhood & Mini Park,,,Plymouth,05,,,,,1.26878206,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,5134.57881438,305.389611907011
336,28009,Gearty Park,,3101 Regent Avenue North,Golden Valley,053,MN,Open,Open,,,,Golden Valley,05,,,,,4.59889005,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,18611.04774842,585.609682764894
337,36012,Gene Lehner Park,,4180 Trillium Lane East,Minnetrista,053,MN,Open,Open,,,,,,,,,,1.73175692,,,,,,,,,,,,,,,,Unknown,,,,,952-446-1660,https://www.cityofminnetrista.com/parks-commission,,,Minnetrista,,,,,7008.171618455,453.794436747571
338,28029,General Mills Nature Preserve,,9201 Olson Memorial Highway,Golden Valley,053,MN,Open,Open,,,,Golden Valley,05,,,,,26.61881568,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,107718.30277297,2263.53525146445
339,28032,General Mills Research Nature Area,,9145 Earl Street,Golden Valley,053,MN,Open,Open,,,,General Mills,99,,,,,48.73185741,,,,,,,,,,,,,,,,Unknown,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,197210.830152215,1866.23156292569
340,28037,Georgia Open Space,,200 Georgia Avenue North,Golden Valley,053,MN,Open,Open,,,,Golden Valley,05,,,,,0.83675326,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,3386.220298205,237.017097315566
341,26007,Gideon Glen Park,,5620 County Road 19,Shorewood,053,MN,Open,Open,,,,Shorewood,05,,,,,5.75466837,,,,,,,,,,,,,,,,"Sunrise to Sunset, 5:00am to 10:00pm",,,,,952-474-3236,https://www.shorewoodmn.gov/451/Parks,,,Shorewood,,,,,23288.31664358,715.670314360533
342,20016,Girard Lake Park,,8401 France Avenue S,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,61.21369592,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,247718.055106085,2031.59138239196
343,40024,Gleanloch,,735 Sycamore Lane N,Plymouth,053,MN,Open,,Neighborhood & Mini Park,,,Plymouth,05,,,,,6.8215092,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,27605.66830441,696.129772945099
344,76033,Gleason Fields Community Playfield,,18815 67th Ave. N.,Maple Grove,053,MN,Open,Open,,,,Maple Grove,05,,,,,45.16654087,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-494-6000,https://www.maplegrovemn.gov/540/Parks-and-trails,,,Hennepin County,,,,,182782.50599534,2048.02306876223
345,40020,Gleason Lake Elementary,,310 County Road 101 N,Plymouth,053,MN,Open,,School Park,,,ISD 284,10,,,,,15.5510998,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,62933.06810188,1085.68643039299
346,01014,Glen Gale Park,,Irving Ave & 23rd Ave,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,1.47678787,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,5976.34848805,411.784250393774
347,34005,Glen Lake,,5240 Glenview Dr,Minnetonka,053,MN,Open,Open,,,,Minnetonka,05,,,,,8.30225342,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,952-939-8200,https://www.minnetonkamn.gov/our-city/parks-trails/minnetonka-parks,,,Minnetonka,,,,,33598.027580065,942.079361278806
348,02007,Glen Lake Golf & Practice Center,Glen Lake Golf & Practice Center,14350 County Rd. 62,Minnetonka,053,MN,Open,Closed,Golf Facility,,,Three Rivers Park District,04,,,,,117.93525423,,,,,,,,,,,,,,,,7:30am to Sunset,,,,,763-559-9000,https://www.threeriversparks.org/locations,,,Three Rivers Park District,,,,,477267.04101793,3357.01451398854
349,34044,Glen Lake Station,,14530 Excelsior Blvd,Minnetonka,053,MN,Open,Open,,,,Minnetonka,05,,,,,0.65678621,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,952-939-8200,https://www.minnetonkamn.gov/our-city/parks-trails/minnetonka-parks,,,Minnetonka,,,,,2657.919493275,213.026457358521
350,34006,Glen Moor,,5700 W Glen-Moor Rd,Minnetonka,053,MN,Open,Open,,,,Minnetonka,05,,,,,2.58232395,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,952-939-8200,https://www.minnetonkamn.gov/our-city/parks-trails/minnetonka-parks,,,Minnetonka,,,,,10450.29427077,446.622353454008
351,28059,Glenview Terrace Park,,2351 Zenith Avenue North,Golden Valley,053,MN,Open,Open,,,,Golden Valley,05,,,,,12.26768037,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,49645.538296555,1049.13187387096
352,01041,Glenview Terrace/Valley View Park,,2351 Zenith Ave N,Golden Valley,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,18.58150993,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,75196.70913396,1558.22499314719
353,01098,Gluek Park,,1926 Marshall St. NE,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,3.01386248,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,12196.668747385,475.05961671416
354,28038,Golden Hills Pond,,6075 Golden Hills Drive,Golden Valley,053,MN,Open,Open,,,,Golden Valley,05,,,,,1.68069355,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,6801.52547383,341.349060777787
355,28024,Golden Oaks Park,,1141 Valders Avenue North,Golden Valley,053,MN,Open,Open,,,,Golden Valley,05,,,,,1.85647872,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,7512.90283253,492.414149819199
356,28021,Golden Ridge Nature Area,,9147 Earl Street,Golden Valley,053,MN,Open,Open,,,,Golden Valley,05,,,,,2.50656211,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,10143.696965955,630.098365899162
357,76021,Goldenrod Marsh Neighborhood Park,,W. Fish Lake Rd & Niagara,Maple Grove,053,MN,Open,Open,,,,Maple Grove,05,,,,,14.23425503,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-494-6000,https://www.maplegrovemn.gov/540/Parks-and-trails,,,Hennepin County,,,,,57603.98638306,1461.78504622788
358,56004,Goodin Park,,17330 Dayton River Rd.,Dayton,053,MN,Open,Open,,,,Dayton,05,,,,,5.40029324,,,,,,,,,,,,,,,,Unknown,,,,,763-427-4589,https://cityofdaytonmn.com/departments/parksrec/parks/,,,Hennepin County,,,,,21854.21138092,642.571696424064
359,44016,Graeser Park,,W Broadway Ave & Lakeland Ave,Robbinsdale,053,MN,Open,Open,,,,Robbinsdale,05,,,,,1.80198076,,,,,,,,,,,,,,,,Unknown,,,,,763-537-4534,https://www.robbinsdalemn.com/services/recreation-parks-facilities/parks-facilities,,,Hennepin County,,,,,7292.35741918,421.930908654224
360,22020,Grandview Park,,59th & Humboldt Avenues,Brooklyn Center,053,MN,Open,,,,,Brooklyn Center,05,,,,,10.07586445,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,recreation@ci.brooklyn-center.mn.us,763-569-3400,https://www.brooklyncentermn.gov/government/departments/recreation/parks-trails,,,Brooklyn Center,,,,,40775.576768285,1118.81397879662
361,24045,Grandview Square,,5213 Grandview Square,Edina,053,MN,Open,Open,,,,Edina,05,,,,,0.60775972,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,952-927-8861,https://www.edinamn.gov/1782/Parks-Trails,,,City of Edina,,,,,2459.51631562,199.041666539616
362,34007,Gray's Bay Causeway,,2803 Co Rd No 101,Minnetonka,053,MN,Open,Open,,,,Minnetonka,05,,,,,1.9922177,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,952-939-8200,https://www.minnetonkamn.gov/our-city/parks-trails/minnetonka-parks,,,Minnetonka,,,,,8062.219000785,479.380072412384
363,34035,Gray's Bay Marina,,17232 Co Rd 101 S,Minnetonka,053,MN,Open,Open,,,,Minnetonka,05,,,,,4.63556824,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,952-939-8200,https://www.minnetonkamn.gov/our-city/parks-trails/minnetonka-parks,,,Minnetonka,,,,,18759.47910858,565.65959801384
364,34008,Green Circle,,5600 Green Circle Dr,Minnetonka,053,MN,Open,Open,,,,Minnetonka,05,,,,,8.61175004,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,952-939-8200,https://www.minnetonkamn.gov/our-city/parks-trails/minnetonka-parks,,,Minnetonka,,,,,34850.515949195,1148.6594201458
365,40004,Green Oaks,,2600 Zircon Lane N,Plymouth,053,MN,Open,,Neighborhood & Mini Park,,,Plymouth,05,,,,,6.83249414,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,27650.12280429,886.790574114993
366,40064,Green Tree Island,,18915 30th Avenue N,Plymouth,053,MN,Open,,Neighborhood & Mini Park,,,Plymouth,05,,,,,10.54906267,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,42690.542026715,1430.57310209147
367,48049,Greenhaven Park,,7880 Mt. Curve Blvd.,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,28.75529323,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,116368.543076385,1654.69270638004
368,40003,Greenwood,,18115 Medina Road,Plymouth,053,MN,Open,,Neighborhood & Mini Park,,,Plymouth,05,,,,,28.10513048,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,113737.427799725,1632.47425267262
369,19001,Greenwood Park,,5000 Covington St,Greenwood,053,MN,Open,Open,,,,Greenwood,05,,,,,1.63000637,,,,,,,,,,,,,,,,"Sunrise to Sunset, 5:00am to 10:00pm",,,,,952-474-4755,https://greenwoodmn.gov/explore?&def1=jQ7BkBKCbuo03rAn23NwEQ%3D%3D,,,Hennepin County,,,,,6596.401750925,497.851597163238
370,34009,Gro Tonka,,17003 Prospect Place,Minnetonka,053,MN,Open,Open,,,,Minnetonka,05,,,,,14.61250975,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,952-939-8200,https://www.minnetonkamn.gov/our-city/parks-trails/minnetonka-parks,,,Minnetonka,,,,,59134.72924625,1299.45207068473
371,01123,Gross Golf Course,,2201 St. Anthony Blvd,Minneapolis,053,MN,Open Fee,Closed,,,,Minneapolis Park & Recreation Board,05,,,,,150.16431445,,,,,,,,,,,,,,,,Sunrise to Sunset,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,607721.02066728,3481.63570798158
372,76032,Grove West Neighborhood Park,,Holly Ln. N. & 76th Ave N.,Maple Grove,053,MN,Open,Open,,,,Maple Grove,05,,,,,32.9924771,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-494-6000,https://www.maplegrovemn.gov/540/Parks-and-trails,,,Hennepin County,,,,,133515.06363604,3182.62402137937
373,34010,Groveland,,16710 Cottage Grove Ave,Minnetonka,053,MN,Open,Open,,,,Minnetonka,05,,,,,1.65337961,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,952-939-8200,https://www.minnetonkamn.gov/our-city/parks-trails/minnetonka-parks,,,Minnetonka,,,,,6690.98990569,331.135776660725
374,34011,Guilliam,,12101 Minnetonka Blvd,Minnetonka,053,MN,Open,Open,,,,Minnetonka,05,,,,,14.53408245,,,,,,,,,,,,,,,,5:00am to 10:00pm,,,,,952-939-8200,https://www.minnetonkamn.gov/our-city/parks-trails/minnetonka-parks,,,Minnetonka,,,,,58817.344917955,1215.1165320946
375,38010,Hackberry Park,,140 Hackberry Hill,Orono,053,MN,Open,Open,,,,Orono,05,,,,,3.60308612,,,,,,,,,,,,,,,,"Sunrise to Sunset, 5:00am to 10:00pm",,,,,952-249-4600,https://www.oronomn.gov/394/Parks-Golf-Course-Facilities,,,Orono,,,,,14581.17218766,647.452162604952
376,20017,Haeg Park,,8301 Penn Avenue S,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,22.70736035,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,91895.274334595,1648.86610138111
377,54003,Hagemeister Pond Preserve,,6427 41st Ave N,Crystal,053,MN,Open,Open,,,,Crystal,05,,,,,7.16668238,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,Crystal.Recreation@crystalmn.gov,763-531-1000,https://parksrecreation.hosted.civiclive.com/cms/One.aspx?portalId=11785244&pageId=11911153,,,Hennepin County,,,,,30260.03823714,1025.67797866343
378,82005,Half Moon Park,,Woodbridge Rd & Lafayette Rd,Minnetonka Beach,053,MN,Open,Open,,,,Minnetonka Beach,05,,,,,0.71671113,,,,,,,,,,,,,,,,Unknown,,,,,952-471-8878,https://www.ci.minnetonka-beach.mn.us/index.asp?SEC=7AE8F1C0-A693-406D-9BC9-C7D4222A0EDA,,,Hennepin County,,,,,2900.42704732,224.783729185328
379,01108,Hall Park,,16th & Aldrich Ave N.,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,6.19472064,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,25069.14501521,1233.13318474217
380,80001,Hamel Legion Park,,3200 Mill Drive,Medina,053,MN,Open,Open,,,,Medina,05,,,,,38.25696787,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-473-4643,https://medinamn.us/svcs/parks-recreation/,,,City of Medina,,,,,154820.45612091,1687.48414894252
381,48043,Hamilton Park,,6101 Candlewood Drive,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,18.59119378,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,75235.89194609,2524.83655678641
382,20018,Hampshire Hills Playlot,,10601 Louisiana Avenue S,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,3.88157547,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,15707.688908195,516.841404475162
383,28019,Hampshire Park,,1610 Louisiana Avenue North,Golden Valley,053,MN,Open,Open,,,,Golden Valley,05,,,,,13.98368055,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-593-8000,https://www.goldenvalleymn.gov/183/Parks-Trails-Recreation,,,Golden Valley,,,,,56591.31519561,1178.24614190648
384,46053,Hampshire Park,,6520 18th St W,St. Louis Park,053,MN,Open,Open,,,,St. Louis Park,05,,,,,3.27034686,,,,,,,,,,,,,,,,Unknown,,,,info@stlouispark.org,952-924-2500,https://www.stlouisparkmn.gov/our-city/thing-to-do/parks,,,Hennepin County,,,,,13232.11474515,696.857189044785
385,20019,Hampshire Pond Park,,11101 Hampshire Avenue S,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,8.75207941,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,35418.40875438,766.974791226627
386,22013,Happy Hollow Park,,50th & Abbott Avenues,Brooklyn Center,053,MN,Open,,,,,Brooklyn Center,05,,,,,5.43086917,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,recreation@ci.brooklyn-center.mn.us,763-569-3400,https://www.brooklyncentermn.gov/government/departments/recreation/parks-trails,,,Brooklyn Center,,,,,21977.94776589,774.782500304631
387,59013,Haralson Park,,20260 Minnetonka Blvd,Deephaven,053,MN,Open,Open,,,,Deephaven,05,,,,,14.78114372,,,,,,,,,,,,,,,,"Sunrise to Sunset, 5:00am to 10:00pm",,,,,952-474-4755,https://cityofdeephaven.org/city-parks-trails-2/,,,Deephaven,,,,,29696.77673957,1218.29953266909
388,40062,Hardenbergh,,18025 12th Avenue N,Plymouth,053,MN,Open,,Natural Areas & Open Space,,,Plymouth,05,,,,,22.79362762,,,,,,,,,,,,,,,,7:00am to 10:00pm,,,,recreation@plymouthmn.gov,763-509-5000,https://www.plymouthmn.gov/departments/parks-recreation-/parks-trails,,,Plymouth,,,,,92242.53830762,1292.20416319748
389,72004,Hardin Park,,"186 Glenmoor Ln, Long Lake, MN 55356",Long Lake,053,MN,Open,,,,,Long Lake,05,,,,,2.55038993,,,,,,,,,,,,,,,,Unknown,,,,,952-473-6961,https://www.longlakemn.gov/parks-recreation,,,Long Lake,,,,,10322.974813035,491.585534972655
390,30002,Harley Hopkins Park,,108 Jackson Ave S,Hopkins,053,MN,Open,Open,,,,Hopkins,05,,,,,2.81914835,,,,,,,,,,,,,,,,Unknown,,,,,952-935-8474,https://www.hopkinsmn.com/Facilities?clear=False,,,Hennepin County,,,,,11408.6886028,484.01183149143
391,50005,Harold Johnson Park,,9801 Elm Creek Parkway,Champlin,053,MN,Open,,,,,Champlin,05,,,,,5.76164184,,,,,,,,,,,,,,,,Sunrise to 10:30pm,,,,recreation@ci.champlin.mn.us,763-421-8100,https://ci.champlin.mn.us/255/City-Parks-Trails,,,Champlin,,,,,23316.537289115,1996.06546436287
392,80012,Harriet's Woods,,Middle of the Enclave,Medina,053,MN,Open,Open,,,,Medina,05,,,,,11.98619122,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,,763-473-4643,https://medinamn.us/svcs/parks-recreation/,,,City of Medina,,,,,48506.394934905,1070.83177488562
393,01008,Harrison Park,,503 Irving Ave N,Minneapolis,053,MN,Open,Open,,,,Minneapolis Park & Recreation Board,05,,,,,6.85152739,,,,,,,,,,,,,,,,6:00am to Midnight,,,,,612-230-6400,https://www.minneapolisparks.org/,,,Hennepin County,,,,,27727.147604345,863.336922161099
394,20020,Harrison Picnic Grounds,,1701 West 100th Street,Bloomington,053,MN,Open,Open,,,,Bloomington,05,,,,,19.82815438,,,,,,,,,,,,,,,,Sunrise to 10:00pm,,,,parksrec@BloomingtonMN.gov,952-563-8700,https://www.bloomingtonmn.gov/pr/parks-and-recreation-department,,,Hennepin County,,,,,80241.62240566,1875.47029010241
395,48037,Hartkopf Park,,7300 Florida Avenue North,Brooklyn Park,053,MN,Open,,,,,Brooklyn Park,05,,,,,25.6227907,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-424-8000,https://www.brooklynpark.org/parks/,,,Brooklyn Park,,,,,103691.75501077,1572.90965400622
396,92016,Hassan Elementary School,,14055 Orchid Ave,Rogers,053,MN,Open,Open,,,,Rogers Recreation Department,05,,,,,22.28205831,,,,,,,,,,,,,,,,6:00am to 11:00pm,,,,,763-428-2253,https://www.rogersmn.gov/parkstovisit,,,Rogers,,,,,90172.29077985,1217.64024865619
397,92024,Hassan Hills Park,,20740 145th Ave N,Rogers,053,MN,Open,Open,,,,Rogers Recreation Department,05,,,,,42.81485293,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-428-2253,https://www.rogersmn.gov/parkstovisit,,,Rogers,,,,,173265.56256808,4198.30172788877
398,92008,Hassan Meadow,,11157 Bechtold Rd,Rogers,053,MN,Open,Open,,,,Rogers Recreation Department,05,,,,,47.61337315,,,,,,,,,,,,,,,,6:00am to 10:00pm,,,,,763-428-2253,https://www.rogersmn.gov/parkstovisit,,,Rogers,,,,,192684.48490692,4569.54715095649
